year,date,category,country,city,event,line
"1970","25 октября","ussr","СССР","Заречье","departure","В !ЗЗОЛ.И. выехал на дачу в «Заречье»."
"1970","29 октября","ussr","СССР","Завидово","departure","В 11 ~выехал в Завидово."
"1970","1 ноября","ussr","СССР","Заречье","departure","В 1 (Yzii Л.И. выехал из Завидово и в 12:ы прибыл в Заречье."
"1970","3 ноября","ussr","СССР","Заречье","stay","Л.И. находился на даче в «Заречье>>, несколько раз звонил в nриемную."
"1970","13 ноября","ussr","СССР","Завидово","departure","В 1,510 Л.И. выехал в Завидово."
"1970","14 ноября","ussr","СССР","Заречье","departure","В 2ОЗО Л.И. выехал из «Завидово» в 2200, прибыл на дачу в «Заречье»."
"1970","15 ноября","ussr","СССР","Заречье","departure","Уехал Л.И. в «Заречье б» в lб!Ш."
"1970","20 ноября","foreign","Венгрия",None,"stay","До 1 QJQ Л.И. работал над речами в Венгрии на даче."
"1970","20 ноября","ussr","СССР","Заречье","departure","В 2Q!Ш Л.И. выехал из ЦК на дачу в «Заречье»."
"1970","20 ноября","foreign","Венгрия","Будапешт","departure","В 21~Л.И. сдачи из «Заречья» выехал на Киевский вокзал. откуда rюездом отбыл в Будапешт на Х съезд ВСРП."
"1970","20 ноября","ussr","СССР","Киев","departure","В 21~Л.И. сдачи из «Заречья» выехал на Киевский вокзал. откуда rюездом отбыл в Будапешт на Х съезд ВСРП."
"1970","21 ноября","foreign","Венгрия","Будапешт","stay","Л.И. находился в поезде на пути в Будапешт на Х съезд ВСРП."
"1970","27 ноября","ussr","СССР","Ереван","departure","В 11аzл.И. вылетел из Будапешта в Ереван на мероприятия по случаю 50-летия"
"1970","1 декабря","foreign","ГДР","Берлин","departure","В IЗilii Л.И. вылстел из Еревана. в I7filприбыл в Берлин."
"1970","5 декабря","ussr","СССР","Заречье","stay","Л.И. работал наддокладом на nредстоящем пленуме ЦК КПСС на даче в Заречье."
"1970","11 декабря","ussr","СССР","Завидово","departure","Уехал в Завидово 14!0."
"1970","13 декабря","ussr","СССР","Заречье","departure","В 121.:iЛ.И. выехал из Завидово и в 13!0 приехал в Заречье-б."
"1970","15 декабря","ussr","СССР","Заречье","departure","В 2120Л.И. прибыл на дачу в «Заречье»."
"1970","19 декабря","ussr","СССР","Завидово","departure","В 14ill!Л.И. выехал в «Завидово»."
"1970","27 декабря","ussr","СССР","Заречье","stay","Л. И. находился в Завндово, вернуж:я из Завидово в Заречье-б в 211..2."
"1970","27 декабря","ussr","СССР","Завидово","stay","Л. И. находился в Завндово, вернуж:я из Завидово в Заречье-б в 211..2."
"1971","31 декабря","ussr","СССР","Заречье","stay","JI.И. 1' находился на даче «Заречье»."
"1971","2 января","ussr","СССР","Завидово","departure","В 13;1} выехал в Завидово."
"1971","3 января","ussr","СССР","Заречье","stay","В 23iillJ1.И. возвратился на дачу в «Заречt.е», звонил в r1риемную."
"1971","8 января","ussr","СССР","Завидово","departure","В J8:.Ю Л.И. выехал в Завидово."
"1971","23 января","ussr","СССР","Заречье","departure","В 11:шл.и. выехал из «Завидово» и в J32fl прибыл в «Заречье», звонил в Приемную."
